,Created_at,Text,Clean Text,ID,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,Screen_Name
656,2022-03-21 22:07:47+00:00,"La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias. Los defendía, pero ya no. Rechazar 500 millones mientras yo cobro 1000 euros. Solo joden a los ciudadanos. Siempre pagamos los mismos. #HuelgaTransporte #HuelgaGeneral",la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  los defend a  pero ya no  rechazar 500 millones mientras yo cobro 1000 euros  solo joden a los ciudadanos  siempre pagamos los mismos   huelgatransporte  huelgageneral,1506029831796015112,es,0,0,2015-01-04 17:18:00+00:00,127,False,1198,,,HumanoCritico
658,2022-03-21 22:07:40+00:00,"Tres grandes patronales se unen al paro del transporte

 https://t.co/kag4XfXmJC",tres grandes patronales se unen al paro del transporte    ,1506029804956667911,es,1,0,2011-06-09 08:10:37+00:00,23826,False,1623,Ourense,,LaRegion
677,2022-03-21 22:04:30+00:00,"RT @COPE: 📻 Este lunes, a partir de las 16h. @latardecope se reliza desde Galicia

🎧 @FernandodeHaro y @pcisneroscope toman el pulso a la h…",   este lunes  a partir de las 16h    se reliza desde galicia      y   toman el pulso a la h ,1506029007371911171,es,0,9,2017-09-05 09:57:17+00:00,1448,False,9338,📻 ➡🌍,,Exteriores2
681,2022-03-21 22:03:58+00:00,"Entonces hoy el Ministerio de transporte se ha reunido con las asociaciones que NO están haciendo huelga y con las asociaciones que SÍ están haciendo huelga no se quieren reunir?.
Pos cojonúo, ahora vengo, voy a llamar al fontanero para que me arregle la tostadora.",entonces hoy el ministerio de transporte se ha reunido con las asociaciones que no est n haciendo huelga y con las asociaciones que s  est n haciendo huelga no se quieren reunir   pos cojon o  ahora vengo  voy a llamar al fontanero para que me arregle la tostadora ,1506028873129017351,es,3,0,2020-11-26 23:48:31+00:00,29,False,1746,,,yofuialalolailo
686,2022-03-21 22:03:36+00:00,Que ganas de llegue mañana y me traigan dos pedidos que me harán viciar un poco más (espero que la huelga de transporte no me afecte...) https://t.co/uCTgDuXxcV,que ganas de llegue ma ana y me traigan dos pedidos que me har n viciar un poco m s  espero que la huelga de transporte no me afecte      ,1506028779059269632,es,0,0,2018-05-29 16:25:35+00:00,292,False,2637,"Barcelona, España",,IchirSwitch
695,2022-03-21 22:02:40+00:00,RT @ENGINEER__28: ATRADIS convoca un paro patronal por la «desbocada» subida del precio del gasóleo - https://t.co/h80P5QDQxg, atradis convoca un paro patronal por la  desbocada  subida del precio del gas leo    ,1506028546162139139,es,0,4,2018-12-26 21:04:19+00:00,1619,False,75327,,,sempiterna8
699,2022-03-21 22:02:10+00:00,"RT @Jaen_Mashiaj: @dlacalle La huelga del transporte no es solo por ellos, es en beneficio de todos. 

Es un atraco pagar a 2€ el litro de…",   la huelga del transporte no es solo por ellos  es en beneficio de todos    es un atraco pagar a 2  el litro de ,1506028420295180301,es,0,4,2017-02-22 00:22:11+00:00,736,False,22602,,,lucy_vigil
700,2022-03-21 22:02:03+00:00,"Un fuerte aplauso para @raquelsjimenez que tras vender como histórico un acuerdo vacío, ha visto como parte de las grandes patronales del transporte se han sumado desde esta noche a la huelga indefinida de los autónomos. No se puede engañar a la ciudadanía todo el tiempo.",un fuerte aplauso para   que tras vender como hist rico un acuerdo vac o  ha visto como parte de las grandes patronales del transporte se han sumado desde esta noche a la huelga indefinida de los aut nomos  no se puede enga ar a la ciudadan a todo el tiempo ,1506028388032655370,es,0,0,2010-08-31 13:06:20+00:00,860,False,10243, León-Madrid (España),,jorge_m_sadia
703,2022-03-21 22:01:44+00:00,Como conclusión del día. La huelga de transporte va a ponerse peor porque a este Gobierno “del pueblo” no le apetece escuchar a la “minoría” del pueblo.,como conclusi n del d a  la huelga de transporte va a ponerse peor porque a este gobierno  del pueblo  no le apetece escuchar a la  minor a  del pueblo ,1506028310786199564,es,2,0,2010-11-07 15:34:42+00:00,175,False,1986,"Bonares, España",,BelMaria_
710,2022-03-21 22:00:59+00:00,"🔴 La Plataforma para la Defensa del Transporte de Mercancías por Carretera, convocante de la huelga, ha anunciado que rechaza los 500 millones de euros que ofrece el Gobierno y que por lo tanto, el paro seguirá de forma indefinida https://t.co/5Xt8HTnD5t",  la plataforma para la defensa del transporte de mercanc as por carretera  convocante de la huelga  ha anunciado que rechaza los 500 millones de euros que ofrece el gobierno y que por lo tanto  el paro seguir  de forma indefinida  ,1506028121757208587,es,0,0,2021-02-11 12:54:12+00:00,59,False,95,,,galicia_tuits
712,2022-03-21 22:00:54+00:00,RT @EFEnoticias: Los pequeños transportistas que secundan desde hace una semana un paro indefinido han vuelto a sacar los camiones a la cal…, los peque os transportistas que secundan desde hace una semana un paro indefinido han vuelto a sacar los camiones a la cal ,1506028101670785029,es,0,19,2020-04-18 15:04:52+00:00,3010,False,6606,,,Daro558
715,2022-03-21 22:00:36+00:00,RT @SMoradete: #huelgatransportes. Todavía seguís llamado huelga del transporte a este intento de golpe de estado por Abascal y su banda de…,  huelgatransportes  todav a segu s llamado huelga del transporte a este intento de golpe de estado por abascal y su banda de ,1506028025049194499,es,0,4,2014-10-13 13:04:30+00:00,2558,False,514517,,,pilichus
725,2022-03-21 22:00:00+00:00,"RT @censuradamix: @gabrielrufian Tachannnnn ULTIMA HORA 
Manuel Hernández líder de la huelga del transporte. Presidente de la plataforma pa…",   tachannnnn ultima hora  manuel hern ndez l der de la huelga del transporte  presidente de la plataforma pa ,1506027875836866571,es,0,74,2017-10-23 16:04:40+00:00,1238,False,49638,País Vasco ESPAÑA ,,yo_criticona
726,2022-03-21 22:00:00+00:00,"▶️ESPAÑA | El Gobierno atenazado ante la amenaza de un paro total del transporte
https://t.co/xs5EDJJ5zT",  espa a   el gobierno atenazado ante la amenaza de un paro total del transporte  ,1506027874653982735,es,1,3,2011-02-10 11:01:22+00:00,41285,False,2789,"Madrid, España",,ESdiario_com
727,2022-03-21 21:59:41+00:00,RT @RConfidencial: #España | Grandes patronales se suman a la huelga de transporte https://t.co/WZhyVW81lk,  espa a   grandes patronales se suman a la huelga de transporte  ,1506027794404421637,es,0,2,2009-08-09 16:00:38+00:00,366,False,11419,venezuela,,panamonty
738,2022-03-21 21:58:54+00:00,"#HuelgaTransporte
Última hora de la huelga de camioneros en España, en directo: Grandes patronales se suman a la huelga de transporte: https://t.co/1tdkRoDTCY", huelgatransporte  ltima hora de la huelga de camioneros en espa a  en directo  grandes patronales se suman a la huelga de transporte   ,1506027597234331650,es,3,3,2021-07-26 09:39:35+00:00,1899,False,117685,,,VIVENZO1
742,2022-03-21 21:58:37+00:00,"""¿Qué alimentos escasean por la huelga de transporte?""  https://t.co/OYxKuVVNBP",  qu  alimentos escasean por la huelga de transporte     ,1506027526950375424,es,0,0,2013-11-12 08:17:37+00:00,86,False,4194,España,,dandy6669
752,2022-03-21 21:57:48+00:00,@hora25 Fantástico artículo señor Iglesias. El interés general es que con los impuestos que se pagan no se puede vivir.  Así que nos mantenga el estado como a usted. #huelga #transporte #psoe #comunismo #socialismo,  fant stico art culo se or iglesias  el inter s general es que con los impuestos que se pagan no se puede vivir   as  que nos mantenga el estado como a usted   huelga  transporte  psoe  comunismo  socialismo,1506027320049549317,es,0,0,2021-07-30 10:53:08+00:00,13,False,312,,,VilmaPorCasa
762,2022-03-21 21:56:37+00:00,@publico_es Ahora se han unido los de izquierdas comunistas los sindicatos #ccoo #ugt #bildu #erc #pnv #psoe y los conductores de Teruel ya están todos los partidos representados en la huelga de transporte,  es ahora se han unido los de izquierdas comunistas los sindicatos  ccoo  ugt  bildu  erc  pnv  psoe y los conductores de teruel ya est n todos los partidos representados en la huelga de transporte,1506027024342818827,es,0,0,2021-07-30 10:53:08+00:00,13,False,312,,,VilmaPorCasa
765,2022-03-21 21:56:32+00:00,Huelga: El paro del transporte entorpece la actividad de cada vez más empresas | Economía | EL PAÍS https://t.co/MFvnGV8TYI,huelga  el paro del transporte entorpece la actividad de cada vez m s empresas   econom a   el pa s  ,1506027003690074115,es,2,0,2007-11-26 08:31:43+00:00,2376,False,13922,Madrid,,victoriano
766,2022-03-21 21:56:23+00:00,"@Limoncius @dream666z Te lo he puesto antes. Es un tal José Fernández y, la verdad, bien podrían echar a este tío de la plataforma y de cualquier parte. https://t.co/9pUz9YDeva",    te lo he puesto antes  es un tal jos  fern ndez y  la verdad  bien podr an echar a este t o de la plataforma y de cualquier parte   ,1506026964645199873,es,1,0,2011-11-20 12:03:14+00:00,7875,False,39621,A bordo de la Bounty,,hezmick
777,2022-03-21 21:55:04+00:00,"RT @MinotauroCelta: Espera, espera... En Galicia más gremios del transporte se suman a la huelga!!!

Vamos valientes!!! 💪
Se viene un efect…", espera  espera    en galicia m s gremios del transporte se suman a la huelga     vamos valientes      se viene un efect ,1506026634519973890,es,0,13,2016-08-25 23:15:48+00:00,297,False,32193,,,Mariloli1978
778,2022-03-21 21:54:56+00:00,"@Limoncius @dream666z Creo que te refieres a un tal José Fernández, coordinador de la plataforma en Asturias, que por lo que veo está como una maniega. Veo entrevistas a otros representantes mucho más normales. Lo del chiflado sale aquí. https://t.co/9pUz9YDeva",    creo que te refieres a un tal jos  fern ndez  coordinador de la plataforma en asturias  que por lo que veo est  como una maniega  veo entrevistas a otros representantes mucho m s normales  lo del chiflado sale aqu    ,1506026600411844618,es,0,0,2011-11-20 12:03:14+00:00,7875,False,39621,A bordo de la Bounty,,hezmick
779,2022-03-21 21:54:55+00:00,"RT @gaditanasinmor1: Huelga de transporte hoy, última hora | Los transportistas que convocaron la huelga la mantienen pese a las ayudas pro…", huelga de transporte hoy   ltima hora   los transportistas que convocaron la huelga la mantienen pese a las ayudas pro ,1506026596473450503,es,0,2,2019-02-01 18:06:49+00:00,291,False,16022,,,Jacquel56169178
784,2022-03-21 21:54:25+00:00,"Última hora de la huelga de camioneros en España, en directo: Grandes patronales se suman a la huelga de transporte: https://t.co/Khka1vVjdp", ltima hora de la huelga de camioneros en espa a  en directo  grandes patronales se suman a la huelga de transporte   ,1506026471042732046,es,0,0,2009-05-23 14:35:45+00:00,499,False,6698,,,jesaal
787,2022-03-21 21:54:11+00:00,"RT @noticiascyl: La patronal del Transporte en Castilla y León, a un paso de sumarse a la huelga https://t.co/3i0DCYmata", la patronal del transporte en castilla y le n  a un paso de sumarse a la huelga  ,1506026409415827459,es,0,20,2010-09-19 15:47:11+00:00,3131,False,66030,asturias y galicia,,Asturgalicia
792,2022-03-21 21:53:18+00:00,"EsNoticia en España la Plataforma del Transporte, convocante de la protesta de los camioneros, rechaza el acuerdo con las asociaciones mayoritarias. Seguirá con la huelga indefinida pese al plan de ayuda del Gobierno de 500 millones.",esnoticia en espa a la plataforma del transporte  convocante de la protesta de los camioneros  rechaza el acuerdo con las asociaciones mayoritarias  seguir  con la huelga indefinida pese al plan de ayuda del gobierno de 500 millones ,1506026186924769289,es,8,3,2009-09-02 04:16:43+00:00,759914,False,675,"Caracas, Venezuela",,RCR750
800,2022-03-21 21:52:30+00:00,@solidaridad_esp Pues tengo entendido que la patronal del transporte se suma mañana a la huelga!!!!,  esp pues tengo entendido que la patronal del transporte se suma ma ana a la huelga    ,1506025986349047812,es,0,0,2021-12-20 15:53:48+00:00,103,False,3468,,,Mariate52207236
802,2022-03-21 21:52:28+00:00,"La huelga de transporte amenaza a comedores escolares, hospitales y residencias https://t.co/Lxol44KlvF",la huelga de transporte amenaza a comedores escolares  hospitales y residencias  ,1506025980229566472,es,0,0,2014-06-15 21:58:31+00:00,116,False,18,Calle Alonso Canos 66,,alcampss
809,2022-03-21 21:51:54+00:00,"""CAF para la producción de trenes por la huelga del transporte"" https://t.co/9lqH9yPDwy", caf para la producci n de trenes por la huelga del transporte   ,1506025836503314448,es,1,0,2016-10-11 13:21:56+00:00,2122,False,8708,Planeta Tierra,,inversormetodic
818,2022-03-21 21:51:25+00:00,RT @JoseLopezBnitez: Cómo era previsible se mantiene la huelga política en el transporte., c mo era previsible se mantiene la huelga pol tica en el transporte ,1506025713329221633,es,0,22,2018-07-14 16:14:56+00:00,430,False,51189,,,Gabychicharrer2
822,2022-03-21 21:51:17+00:00,@Aure_urtiaga Cuando termine la huelga de transporte.,  urtiaga cuando termine la huelga de transporte ,1506025680622206976,es,1,0,2012-08-27 13:57:58+00:00,881,False,109482,al Norte.,,sans_crita
827,2022-03-21 21:51:06+00:00,"🇷🇺 El Gobierno español destinará 500 millones de euros al sector del transporte, que se encuentra en huelga indefinida desde la semana pasada, para compensar la subida de los precios de la gasolina y el gasóleo, ha dicho la ministra de Transportes, Raquel Sánchez.",   el gobierno espa ol destinar  500 millones de euros al sector del transporte  que se encuentra en huelga indefinida desde la semana pasada  para compensar la subida de los precios de la gasolina y el gas leo  ha dicho la ministra de transportes  raquel s nchez ,1506025635549954052,es,0,0,2022-02-28 18:13:27+00:00,295,False,6,,,InfoWWIII
838,2022-03-21 21:50:08+00:00,RT @StarmanCB: ¿Qué mejor prueba se puede tener para decir que el paro del transporte NO es una huelga que ver que los picoletos están a fa…,  qu  mejor prueba se puede tener para decir que el paro del transporte no es una huelga que ver que los picoletos est n a fa ,1506025392632647683,es,0,37,2011-09-16 15:44:38+00:00,542,False,32619,Chillin' Like a Villain,,AnnaCifer
840,2022-03-21 21:49:58+00:00,"RT @lavozdegalicia: 🔴 #HuelgaTransporte La Plataforma para la Defensa del Transporte de Mercancías por Carretera, convocante de la huelga,…",    huelgatransporte la plataforma para la defensa del transporte de mercanc as por carretera  convocante de la huelga  ,1506025350274465802,es,0,13,2008-05-19 07:28:43+00:00,388,False,16954,Spain,,AlucardSaeba
842,2022-03-21 21:49:52+00:00,"Un @TerraIgnota en la calle, con la huelga del transporte.",un   en la calle  con la huelga del transporte ,1506025322000662533,es,2,0,2021-08-27 20:17:16+00:00,155,False,4244,,,teodiomogollon
843,2022-03-21 21:49:38+00:00,"RT @malakahin: Bueno pues tenemos cada vez más ""ultraderecha"" En huelga. A los autónomos del transporte se le suman taxistas y el amarre de…", bueno pues tenemos cada vez m s  ultraderecha  en huelga  a los aut nomos del transporte se le suman taxistas y el amarre de ,1506025264186376198,es,0,3,2012-10-26 20:17:41+00:00,336,False,27647,,,josee9r
844,2022-03-21 21:49:37+00:00,"@sanchezcastejon Señor Sánchez una pregunta, hasta cuando va a durar la huelga del transporte?
Que esta esperando a que la gente de a pie salgamos a la calle a apoyar a los transportitas?
No dude que la gente de a pie los apoyamos hasta el fin.
Tan solo queremos vivir en paz.",  se or s nchez una pregunta  hasta cuando va a durar la huelga del transporte  que esta esperando a que la gente de a pie salgamos a la calle a apoyar a los transportitas  no dude que la gente de a pie los apoyamos hasta el fin  tan solo queremos vivir en paz ,1506025261627813892,es,0,0,2011-09-03 22:49:56+00:00,24,False,21,Almazora,,Pedrusculi
